netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path,Q-1,fmid,vs30
CI.RCR,-116.309601,33.36237,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.36,26.18,0.2,0.187707,3.0,5.0,0.00202514,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03819709702062643,1.5,878.0
CI.RCR,-116.309601,33.36237,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.63,29.92,0.2,0.22222,1.0,4.0,0.00135153,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03342245989304812,3.0,878.0
CI.RHC2,-118.013329,34.00095,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.08,58.905,0.2,1.60605,6.0,11.0,0.01432921,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,0.75,538.0756
CI.RHC2,-118.013329,34.00095,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.19,49.604,0.2,3.445014,3.0,18.0,0.00204325,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.020159664543182,1.5,538.0756
CI.RHC2,-118.013329,34.00095,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.36,52.36,0.2,4.180281,1.0,14.0,0.00075668,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,3.0,538.0756
CI.RIN,-118.479248,34.28196,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.158662,6.0,19.0,0.00206434,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,332.5385
CI.RIN,-118.479248,34.28196,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.12,78.54,0.2,0.324694,3.0,24.0,0.00019748,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,1.5,332.5385
CI.RIN,-118.479248,34.28196,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.29,64.998,0.2,2.755833,1.0,27.0,2.034e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.015385088771962213,3.0,332.5385
CI.RIO,-117.979561,34.104729,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.423541,6.0,10.0,0.00963941,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,510.6449
CI.RIO,-117.979561,34.104729,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.17,55.44,0.2,0.394371,3.0,23.0,0.00015238,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,1.5,510.6449
CI.RIO,-117.979561,34.104729,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.22,85.68,0.2,1.345811,1.0,21.0,0.00024309,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,3.0,510.6449
CI.RKMO,-117.609467,33.67421,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.08,58.905,0.2,7.586993,6.0,29.0,0.00760222,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,0.75,545.2014
CI.RKMO,-117.609467,33.67421,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.21,44.88,0.2,2.478997,3.0,18.0,0.00128408,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.022281639928698752,1.5,545.2014
CI.RKMO,-117.609467,33.67421,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.2,94.248,0.2,1.157821,1.0,15.0,0.00098617,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,3.0,545.2014
CI.RPV,-118.404121,33.743462,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.13,36.249,0.2,5.051146,6.0,18.0,0.00905575,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,0.75,588.9749
CI.RPV,-118.404121,33.743462,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.11,85.68,0.2,0.303751,3.0,18.0,0.00035736,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,1.5,588.9749
CI.RPV,-118.404121,33.743462,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.45,41.888,0.2,0.540315,1.0,9.0,0.00026053,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023873185637891522,3.0,588.9749
CI.RRC,-117.989861,35.372879,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.29,16.25,0.2,26.053769,6.0,16.0,0.00676276,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.06153846153846154,0.75,525.321
CI.RRC,-117.989861,35.372879,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.02,471.239,0.2,0.489834,3.0,13.0,0.00533055,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,1.5,525.321
CI.RRC,-117.989861,35.372879,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.1,188.496,0.2,0.232007,1.0,12.0,0.00096887,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,3.0,525.321
CI.RRX,-116.996811,34.874989,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.1,47.124,0.2,12.006413,6.0,34.0,0.0038984,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,0.75,370.7848
CI.RRX,-116.996811,34.874989,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.28,33.66,0.2,9.885559,3.0,33.0,1.167e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029708853238265005,1.5,370.7848
CI.RRX,-116.996811,34.874989,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.45,41.888,0.2,2.561392,1.0,17.0,2.097e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023873185637891522,3.0,370.7848
CI.RSI,-120.208679,34.85191,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.12,39.27,0.2,8.688806,6.0,12.0,0.04075129,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,0.75,355.4759
CI.RSI,-120.208679,34.85191,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.23,40.977,0.2,9.840446,3.0,23.0,0.00118026,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,1.5,355.4759
CI.RSI,-120.208679,34.85191,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.22,85.68,0.2,0.725978,1.0,21.0,0.00011124,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,3.0,355.4759
CI.RSS,-117.326736,33.97327,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.6,7.854,0.2,1.286751,6.0,10.0,0.00010274,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.12732365673542145,0.75,349.9617
CI.RSS,-117.326736,33.97327,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.4,23.562,0.2,1.089405,3.0,14.0,5.389e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.042441218911807146,1.5,349.9617
CI.RSS,-117.326736,33.97327,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.46,40.977,0.2,1.847254,1.0,16.0,1.767e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,3.0,349.9617
CI.RUN,-114.978088,32.972221,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.17,27.72,0.2,1.373084,6.0,12.0,0.00327217,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03607503607503608,0.75,447.5251
CI.RUN,-114.978088,32.972221,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.41,22.987,0.2,4.864905,3.0,12.0,0.00048555,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.043502849436638104,1.5,447.5251
CI.RUN,-114.978088,32.972221,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.49,38.468,0.2,0.601534,1.0,14.0,1.833e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025995632733700737,3.0,447.5251
CI.RVR,-117.37545,33.993511,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.1,47.124,0.2,0.449166,6.0,20.0,0.000829,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,0.75,565.4113
CI.RVR,-117.37545,33.993511,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.12,78.54,0.2,0.740425,3.0,28.0,0.00024862,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,1.5,565.4113
CI.RVR,-117.37545,33.993511,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.44,42.84,0.2,2.783401,1.0,18.0,2.372e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,3.0,565.4113
CI.RXH,-115.622566,33.183128,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.26,18.125,0.2,4.5884,6.0,20.0,0.00041717,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05517241379310345,0.75,175.4037
CI.RXH,-115.622566,33.183128,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.31,30.403,0.2,6.08292,3.0,27.0,2.952e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03289149097128573,1.5,175.4037
CI.RXH,-115.622566,33.183128,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.18,104.72,0.2,0.967805,1.0,34.0,9.36e-06,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,3.0,175.4037
CI.RYS,-119.352242,34.64341,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.623752,6.0,17.0,0.00781349,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,827.0
CI.RYS,-119.352242,34.64341,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.24,39.27,0.2,1.610462,3.0,7.0,0.00759029,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,1.5,827.0
CI.RYS,-119.352242,34.64341,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.33,57.12,0.2,0.955825,1.0,5.0,0.00714453,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01750700280112045,3.0,827.0
CI.SAL,-115.985847,33.280102,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.590611,6.0,13.0,0.00711918,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,259.2987
CI.SAL,-115.985847,33.280102,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.21,44.88,0.2,0.840329,3.0,20.0,0.00022786,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.022281639928698752,1.5,259.2987
CI.SAL,-115.985847,33.280102,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.25,75.398,0.2,1.287136,1.0,19.0,0.00015314,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013262951271917027,3.0,259.2987
CI.SBC,-119.71492,34.440762,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.08,58.905,0.2,2.138319,6.0,25.0,0.00229546,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,0.75,460.373
CI.SBC,-119.71492,34.440762,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.09,104.72,0.2,1.036172,3.0,25.0,0.00094683,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,1.5,460.373
CI.SBC,-119.71492,34.440762,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.31,60.805,0.2,0.992492,1.0,16.0,0.00010318,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016446015952635475,3.0,460.373
CI.SBI,-119.029861,33.480461,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.06,78.54,0.2,0.770059,6.0,10.0,0.01150634,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,0.75,676.9326
CI.SBI,-119.029861,33.480461,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.05,188.496,0.2,0.165054,3.0,10.0,0.00260067,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,1.5,676.9326
CI.SBI,-119.029861,33.480461,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.56,33.66,0.2,0.718754,1.0,5.0,0.00147005,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029708853238265005,3.0,676.9326
CI.SBPX,-117.23484,34.232399,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.27,17.453,0.2,1.254306,6.0,13.0,0.00083184,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0572967398155045,0.75,664.0
CI.SBPX,-117.23484,34.232399,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,0.049416,3.0,16.0,0.0004366,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,664.0
CI.SBPX,-117.23484,34.232399,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.05,376.991,0.2,1.153461,1.0,24.0,0.00221633,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0026525832181670123,3.0,664.0
CI.SCI2,-118.546967,32.9799,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.03,157.08,0.2,0.846623,6.0,19.0,0.00632007,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0063661828367710714,0.75,500.4235
CI.SCI2,-118.546967,32.9799,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.02,471.239,0.2,0.102942,3.0,16.0,0.00085778,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,1.5,500.4235
CI.SCI2,-118.546967,32.9799,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.37,50.945,0.2,0.624861,1.0,12.0,0.00026033,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01962901167926195,3.0,500.4235
CI.SDD,-117.661713,33.552589,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.11,42.84,0.2,12.622153,6.0,21.0,0.02375098,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,0.75,416.2189
CI.SDD,-117.661713,33.552589,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.11,85.68,0.2,0.834809,3.0,34.0,0.00011069,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,1.5,416.2189
CI.SDD,-117.661713,33.552589,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.19,99.208,0.2,1.135112,1.0,25.0,4.389e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010079832271591,3.0,416.2189
CI.SDG,-117.138046,32.784,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.09,52.36,0.2,0.643604,6.0,24.0,0.00086411,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,0.75,455.6001
CI.SDG,-117.138046,32.784,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.19,49.604,0.2,4.381381,3.0,36.0,4.816e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.020159664543182,1.5,455.6001
CI.SDG,-117.138046,32.784,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.34,55.44,0.2,1.026905,1.0,19.0,2.377e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,3.0,455.6001
CI.SDR,-116.942413,32.735611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.02,235.619,0.2,0.194309,6.0,22.0,0.00105304,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,0.75,681.5218
CI.SDR,-116.942413,32.735611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.09,104.72,0.2,0.922556,3.0,14.0,0.0029844,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,1.5,681.5218
CI.SDR,-116.942413,32.735611,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.18,104.72,0.2,1.697633,1.0,17.0,0.00128713,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.009549274255156608,3.0,681.5218
CI.SGL,-115.726379,32.64933,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.15,31.416,0.2,3.192248,6.0,17.0,0.00314082,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03183091418385536,0.75,519.6075
CI.SGL,-115.726379,32.64933,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.15,62.832,0.2,0.761774,3.0,23.0,0.00036279,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,1.5,519.6075
CI.SGL,-115.726379,32.64933,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.37,50.945,0.2,3.851257,1.0,21.0,4.754e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01962901167926195,3.0,519.6075
CI.SHO,-116.275299,35.899529,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.06,78.54,0.2,4.436981,6.0,17.0,0.03205917,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,0.75,377.7288
CI.SHO,-116.275299,35.899529,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.1,94.248,0.2,2.682093,3.0,21.0,0.0038555,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,1.5,377.7288
CI.SHO,-116.275299,35.899529,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.13,144.997,0.2,1.382254,1.0,27.0,0.00041277,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.006896694414367193,3.0,377.7288
CI.SLB,-115.866432,33.485191,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.42,11.22,0.2,18.605391,6.0,15.0,0.00092461,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.08912655971479501,0.75,292.407
CI.SLB,-115.866432,33.485191,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.26,36.249,0.2,1.46381,3.0,14.0,0.00092761,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,1.5,292.407
CI.SLB,-115.866432,33.485191,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.4,47.124,0.2,1.829579,1.0,13.0,0.00014913,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,3.0,292.407
CI.SLH,-116.25399,33.192692,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.04,117.81,0.2,5.138592,6.0,15.0,0.05543434,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.008488243782361429,0.75,404.2763
CI.SLH,-116.25399,33.192692,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.1,94.248,0.2,0.765883,3.0,14.0,0.00449139,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,1.5,404.2763
CI.SLH,-116.25399,33.192692,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.25,75.398,0.2,0.446656,1.0,6.0,0.0018319,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013262951271917027,3.0,404.2763
CI.SLM,-118.422668,34.452271,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.06,78.54,0.2,1.97019,6.0,17.0,0.0119843,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,0.75,474.2629
CI.SLM,-118.422668,34.452271,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.1,94.248,0.2,1.898299,3.0,21.0,0.00313022,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,1.5,474.2629
CI.SLM,-118.422668,34.452271,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.36,52.36,0.2,0.403453,1.0,7.0,0.00073284,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,3.0,474.2629
CI.SLR,-116.797371,33.833591,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.12,39.27,0.2,0.563669,6.0,16.0,0.00157378,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,0.75,539.0
CI.SLR,-116.797371,33.833591,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.22,42.84,0.2,0.114273,3.0,10.0,0.00038412,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.023342670401493928,1.5,539.0
CI.SLR,-116.797371,33.833591,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.21,89.76,0.2,1.06685,1.0,15.0,0.00117195,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011140819964349376,3.0,539.0
